INFO: main: created ego vehicle vehicle.tesla.model3 with id 28
INFO: main: waiting for 3 seconds (60 ticks)
INFO: main: created sensor.other.imu
INFO: main: waiting for 10 seconds (200 ticks)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11294, timestamp=384.554551, accelerometer=Vector3D(x=-0.007049, y=0.000010, z=9.809998), gyroscope=Vector3D(x=-0.000000, y=-0.001737, z=0.000005), compass=4.712234)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11297, timestamp=384.704551, accelerometer=Vector3D(x=5919.419434, y=-25759.677734, z=10.112656), gyroscope=Vector3D(x=-0.000001, y=-0.004492, z=-0.000005), compass=4.712234)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11299, timestamp=384.804551, accelerometer=Vector3D(x=-118.415138, y=-0.000869, z=9.849625), gyroscope=Vector3D(x=-0.000001, y=-0.004221, z=-0.000007), compass=4.712234)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11301, timestamp=384.904551, accelerometer=Vector3D(x=17.383862, y=0.002726, z=9.808958), gyroscope=Vector3D(x=0.000001, y=-0.003320, z=-0.000010), compass=4.712233)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11303, timestamp=385.004551, accelerometer=Vector3D(x=19.971640, y=-0.004358, z=9.806554), gyroscope=Vector3D(x=-0.000003, y=-0.002353, z=-0.000012), compass=4.712232)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11305, timestamp=385.104551, accelerometer=Vector3D(x=21.095333, y=0.657577, z=9.800911), gyroscope=Vector3D(x=0.000638, y=-0.001570, z=0.020207), compass=4.713612)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11307, timestamp=385.204551, accelerometer=Vector3D(x=21.519922, y=0.865825, z=9.795272), gyroscope=Vector3D(x=0.000307, y=-0.001020, z=0.024393), compass=4.715893)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11309, timestamp=385.304551, accelerometer=Vector3D(x=19.259689, y=0.693592, z=9.809756), gyroscope=Vector3D(x=0.000069, y=0.001956, z=0.021421), compass=4.718108)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11311, timestamp=385.404551, accelerometer=Vector3D(x=5.369699, y=0.686864, z=9.851932), gyroscope=Vector3D(x=0.000101, y=0.004437, z=0.020863), compass=4.720195)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11313, timestamp=385.504551, accelerometer=Vector3D(x=-7.190807, y=0.109385, z=9.826407), gyroscope=Vector3D(x=-0.000548, y=0.004836, z=0.000882), compass=4.720932)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11315, timestamp=385.604551, accelerometer=Vector3D(x=-16.215422, y=-0.124142, z=9.802233), gyroscope=Vector3D(x=-0.000197, y=0.003790, z=-0.003035), compass=4.720760)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11317, timestamp=385.704551, accelerometer=Vector3D(x=-19.769226, y=0.270697, z=9.778097), gyroscope=Vector3D(x=0.000222, y=0.002235, z=0.007116), compass=4.721129)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11319, timestamp=385.804551, accelerometer=Vector3D(x=-20.598824, y=0.357012, z=9.774328), gyroscope=Vector3D(x=0.000025, y=0.001027, z=0.008663), compass=4.721932)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11321, timestamp=385.904551, accelerometer=Vector3D(x=-19.383039, y=0.302351, z=9.773336), gyroscope=Vector3D(x=0.000012, y=-0.000607, z=0.009042), compass=4.722807)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11323, timestamp=386.004551, accelerometer=Vector3D(x=-15.795037, y=0.276193, z=9.782158), gyroscope=Vector3D(x=-0.000006, y=-0.000976, z=0.008783), compass=4.723677)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11325, timestamp=386.104551, accelerometer=Vector3D(x=-13.645135, y=0.083552, z=9.792143), gyroscope=Vector3D(x=-0.000151, y=-0.001847, z=0.003408), compass=4.724181)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11327, timestamp=386.204551, accelerometer=Vector3D(x=-7.079989, y=0.030521, z=9.786562), gyroscope=Vector3D(x=-0.000029, y=-0.003521, z=0.002498), compass=4.724454)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11329, timestamp=386.304551, accelerometer=Vector3D(x=3.355101, y=-0.127596, z=9.790630), gyroscope=Vector3D(x=-0.000173, y=-0.004503, z=-0.003327), compass=4.724305)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11331, timestamp=386.404551, accelerometer=Vector3D(x=12.135797, y=-0.162487, z=9.803331), gyroscope=Vector3D(x=-0.000059, y=-0.004230, z=-0.004307), compass=4.723912)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11333, timestamp=386.504551, accelerometer=Vector3D(x=17.365850, y=-0.137118, z=9.809107), gyroscope=Vector3D(x=-0.000053, y=-0.003326, z=-0.004983), compass=4.723444)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11335, timestamp=386.604551, accelerometer=Vector3D(x=19.960997, y=-0.150578, z=9.806631), gyroscope=Vector3D(x=-0.000048, y=-0.002358, z=-0.005319), compass=4.722931)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11337, timestamp=386.704551, accelerometer=Vector3D(x=21.092037, y=-0.029231, z=9.800881), gyroscope=Vector3D(x=0.000081, y=-0.001576, z=-0.001526), compass=4.722665)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11339, timestamp=386.804551, accelerometer=Vector3D(x=21.519527, y=-0.006131, z=9.795525), gyroscope=Vector3D(x=0.000013, y=-0.001026, z=-0.000977), compass=4.722551)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11341, timestamp=386.904551, accelerometer=Vector3D(x=19.186563, y=0.017539, z=9.810240), gyroscope=Vector3D(x=0.000045, y=0.001987, z=0.000514), compass=4.722556)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11343, timestamp=387.004551, accelerometer=Vector3D(x=5.207336, y=0.026797, z=9.852331), gyroscope=Vector3D(x=0.000019, y=0.004451, z=0.000779), compass=4.722625)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11345, timestamp=387.104551, accelerometer=Vector3D(x=-7.334915, y=0.089084, z=9.826051), gyroscope=Vector3D(x=0.000063, y=0.004842, z=0.002445), compass=4.722813)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11347, timestamp=387.204551, accelerometer=Vector3D(x=-16.305609, y=0.099266, z=9.801807), gyroscope=Vector3D(x=0.000022, y=0.003768, z=0.002674), compass=4.723070)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11349, timestamp=387.304551, accelerometer=Vector3D(x=-19.783440, y=0.073214, z=9.778022), gyroscope=Vector3D(x=-0.000008, y=0.002217, z=0.002014), compass=4.723290)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11351, timestamp=387.404551, accelerometer=Vector3D(x=-20.603436, y=0.063415, z=9.774313), gyroscope=Vector3D(x=-0.000003, y=0.001015, z=0.001801), compass=4.723475)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11353, timestamp=387.504551, accelerometer=Vector3D(x=-19.937883, y=-0.008157, z=9.775652), gyroscope=Vector3D(x=-0.000060, y=-0.000097, z=-0.000199), compass=4.723520)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11355, timestamp=387.604551, accelerometer=Vector3D(x=-18.484722, y=-0.022627, z=9.782708), gyroscope=Vector3D(x=-0.000018, y=-0.000537, z=-0.000536), compass=4.723478)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11357, timestamp=387.704551, accelerometer=Vector3D(x=-16.271811, y=-0.002515, z=9.783221), gyroscope=Vector3D(x=0.000005, y=-0.002052, z=-0.000083), compass=4.723455)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11359, timestamp=387.804551, accelerometer=Vector3D(x=-8.579050, y=0.004851, z=9.782973), gyroscope=Vector3D(x=-0.000002, y=-0.003078, z=-0.000011), compass=4.723453)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11361, timestamp=387.904551, accelerometer=Vector3D(x=-1.442745, y=-0.039241, z=9.799510), gyroscope=Vector3D(x=-0.000039, y=-0.003820, z=-0.001265), compass=4.723368)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11363, timestamp=388.004551, accelerometer=Vector3D(x=7.248613, y=-0.048626, z=9.798736), gyroscope=Vector3D(x=-0.000013, y=-0.004329, z=-0.001492), compass=4.723229)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11365, timestamp=388.104551, accelerometer=Vector3D(x=14.643252, y=-0.058400, z=9.805291), gyroscope=Vector3D(x=-0.000032, y=-0.003813, z=-0.002225), compass=4.723032)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11367, timestamp=388.204551, accelerometer=Vector3D(x=18.703732, y=-0.074743, z=9.807553), gyroscope=Vector3D(x=-0.000021, y=-0.002882, z=-0.002432), compass=4.722799)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11369, timestamp=388.304551, accelerometer=Vector3D(x=18.918079, y=-0.024056, z=9.817075), gyroscope=Vector3D(x=0.000024, y=0.000063, z=-0.001147), compass=4.722649)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11371, timestamp=388.404551, accelerometer=Vector3D(x=9.095964, y=-0.012382, z=9.845980), gyroscope=Vector3D(x=0.000001, y=0.002284, z=-0.000959), compass=4.722548)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11373, timestamp=388.504551, accelerometer=Vector3D(x=-0.452700, y=0.057239, z=9.830966), gyroscope=Vector3D(x=0.000077, y=0.003723, z=0.001703), compass=4.722632)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11375, timestamp=388.604551, accelerometer=Vector3D(x=-10.882844, y=0.076177, z=9.821243), gyroscope=Vector3D(x=0.000023, y=0.003601, z=0.002108), compass=4.722826)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11377, timestamp=388.704551, accelerometer=Vector3D(x=-16.122301, y=-0.000602, z=9.791730), gyroscope=Vector3D(x=-0.000053, y=0.002391, z=0.000033), compass=4.722898)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11379, timestamp=388.804551, accelerometer=Vector3D(x=-17.897367, y=-0.022377, z=9.782336), gyroscope=Vector3D(x=-0.000010, y=0.001258, z=-0.000338), compass=4.722877)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=11381, timestamp=388.904551, accelerometer=Vector3D(x=-18.349777, y=-0.002891, z=9.782350), gyroscope=Vector3D(x=0.000007, y=0.000393, z=-0.000051), compass=4.722863)
